pop1,pop2,pop1_hab,pop2_hab,fst
MW057,MW035,Urban,Rural,-0.05914730856397977
MW057,MW008,Urban,Rural,-0.0555478833640644
MW057,MW005,Urban,Rural,-0.0404838684820887
MW057,MW074,Urban,Urban,-0.020124275603268196
MW027,MW049,Urban,Urban,-0.004561322745233445
MW027,MW077,Urban,Urban,0.0381674807751926
MW027,MW039,Urban,Urban,-0.05484524454758507
MW027,MW001,Urban,Rural,0.025247195176384237
MW027,MW006,Urban,Rural,-0.07896433945589595
MW027,MW072,Urban,Urban,-0.025806046718811496
MW027,MW036,Urban,Rural,-0.020582461142164006
MW027,MW062,Urban,Urban,-0.01136951563078275
MW027,MW046,Urban,Rural,-0.0025564544401426815
MW027,MW061,Urban,Urban,0.01024320771253291
MW027,MW068,Urban,Urban,0.03675644643117287
MW027,MW029,Urban,Urban,-0.061404862987263616
MW027,MW014,Urban,Urban,-0.03164255717148135
MW027,MW003,Urban,Rural,0.005343019200652758
MW027,MW031,Urban,Urban,-0.0677177159612881
MW027,MW015,Urban,Urban,-0.06514187929405157
MW027,MW011,Urban,Urban,-0.008270336628545597
MW027,MW064,Urban,Urban,-0.11250192871470466
MW027,MW035,Urban,Rural,-0.03190243405642124
MW027,MW008,Urban,Rural,-0.05773428678961231
MW027,MW005,Urban,Rural,-0.04698269604022456
MW027,MW074,Urban,Urban,0.020237382057810404
MW049,MW077,Urban,Urban,0.07712745382458211
MW049,MW039,Urban,Urban,-0.03065811022500727
MW049,MW001,Urban,Rural,0.05495119061759581
MW049,MW006,Urban,Rural,-0.010470661085692667
MW049,MW072,Urban,Urban,0.02594942851596838
MW049,MW036,Urban,Rural,0.010053907592136124
MW049,MW062,Urban,Urban,0.03070274809266001
MW049,MW046,Urban,Rural,0.017252264175239194
MW049,MW061,Urban,Urban,0.04223396430340589
MW049,MW068,Urban,Urban,0.06524203781699477
MW049,MW029,Urban,Urban,0.01225209981555156
MW049,MW014,Urban,Urban,0.002344528706619831
MW049,MW003,Urban,Rural,0.05868509039106567
MW049,MW031,Urban,Urban,-0.006798326397712356
MW049,MW015,Urban,Urban,-0.012239157066823186
MW049,MW011,Urban,Urban,0.0038362771526721635
MW049,MW064,Urban,Urban,-0.036275575763566395
MW049,MW035,Urban,Rural,-0.0014698220596668886
MW049,MW008,Urban,Rural,0.008074710709183268
MW049,MW005,Urban,Rural,0.0021453028446880014
MW049,MW074,Urban,Urban,0.02380006988342173
MW077,MW039,Urban,Urban,-0.01355418309270295
MW077,MW001,Urban,Rural,0.08126447660815297
MW077,MW006,Urban,Rural,0.007264173547626086
MW077,MW072,Urban,Urban,0.03742888223758572
MW077,MW036,Urban,Rural,0.03033791693137987
MW077,MW062,Urban,Urban,0.04144796929939743
MW077,MW046,Urban,Rural,0.04399424693989974
MW077,MW061,Urban,Urban,0.047400419085701126
MW077,MW068,Urban,Urban,0.07882296087742174
MW077,MW029,Urban,Urban,0.01436683163277289
MW077,MW014,Urban,Urban,-0.002593224378190575
MW077,MW003,Urban,Rural,0.05738510509074516
MW077,MW031,Urban,Urban,-0.011277059736661755
MW077,MW015,Urban,Urban,-0.010499511443074198
MW077,MW011,Urban,Urban,0.06491256299794536
MW077,MW064,Urban,Urban,-0.04785168600607076
MW077,MW035,Urban,Rural,0.01546280937912849
MW077,MW008,Urban,Rural,0.02101547664261291
MW077,MW005,Urban,Rural,0.011207124988564583
MW077,MW074,Urban,Urban,0.043708232717470666
MW039,MW001,Urban,Rural,0.001433244814066712
MW039,MW006,Urban,Rural,-0.059287677957781185
MW039,MW072,Urban,Urban,-0.035786130085698004
MW039,MW036,Urban,Rural,-0.044984432393487435
MW039,MW062,Urban,Urban,-0.0450025763149992
MW039,MW046,Urban,Rural,-0.02350506048101752
MW039,MW061,Urban,Urban,-0.03056772938812023
MW039,MW068,Urban,Urban,-0.004972641825036338
MW039,MW029,Urban,Urban,-0.044901443886199675
MW039,MW014,Urban,Urban,-0.07920281565801794
MW039,MW003,Urban,Rural,-0.008213887257386726
MW039,MW031,Urban,Urban,-0.08130751100124206
MW039,MW015,Urban,Urban,-0.08405206749930812
MW039,MW011,Urban,Urban,-0.027940152198294838
MW039,MW064,Urban,Urban,-0.12123651609476434
MW039,MW035,Urban,Rural,-0.07184868561800488
MW039,MW008,Urban,Rural,-0.049271253769862196
MW039,MW005,Urban,Rural,-0.07228713854661357
MW039,MW074,Urban,Urban,-0.03200411044695685
MW001,MW006,Rural,Rural,-0.011823914478642662
MW001,MW072,Rural,Urban,0.014282629481510139
MW001,MW036,Rural,Rural,0.02161883469570998
MW001,MW062,Rural,Urban,0.0442334896837279
MW001,MW046,Rural,Rural,0.029124793529691738
MW001,MW061,Rural,Urban,0.040569513341639184
MW001,MW068,Rural,Urban,0.07500531960422163
MW001,MW029,Rural,Urban,0.003682158428529025
MW001,MW014,Rural,Urban,-0.0004242884118580596
MW001,MW003,Rural,Rural,0.05348527201376568
MW001,MW031,Rural,Urban,0.00435991210749811
MW001,MW015,Rural,Urban,-0.016173219705323292
MW001,MW011,Rural,Urban,0.0315281156006255
MW001,MW064,Rural,Urban,-0.04448720542913193
MW001,MW035,Rural,Rural,-0.016444112226478815
MW001,MW008,Rural,Rural,0.023179018582130298
MW001,MW005,Rural,Rural,0.006957327841976538
MW001,MW074,Rural,Urban,0.01810931812272491
MW006,MW072,Rural,Urban,-0.04170432441990701
MW006,MW036,Rural,Rural,-0.03674364342780955
MW006,MW062,Rural,Urban,-0.030217087221466706
MW006,MW046,Rural,Rural,-0.049229462213025044
MW006,MW061,Rural,Urban,-0.007940985856429448
MW006,MW068,Rural,Urban,0.0018249642127873477
MW006,MW029,Rural,Urban,-0.05287771195417639
MW006,MW014,Rural,Urban,-0.04718765159884665
MW006,MW003,Rural,Rural,-0.01233844397212881
MW006,MW031,Rural,Urban,-0.07212577906683738
MW006,MW015,Rural,Urban,-0.06048515778765146
MW006,MW011,Rural,Urban,-0.021850212212357535
MW006,MW064,Rural,Urban,-0.10694109420056404
MW006,MW035,Rural,Rural,-0.06812514015989728
MW006,MW008,Rural,Rural,-0.049828980694330775
MW006,MW005,Rural,Rural,-0.05179157534171151
MW006,MW074,Rural,Urban,-0.02703366623711347
MW072,MW036,Urban,Rural,-0.0033661797826239743
MW072,MW062,Urban,Urban,-0.010952130201774473
MW072,MW046,Urban,Rural,-0.008479455106183389
MW072,MW061,Urban,Urban,0.01471405368439051
MW072,MW068,Urban,Urban,0.03804648317563128
MW072,MW029,Urban,Urban,-0.03006754946098251
MW072,MW014,Urban,Urban,-0.0391098371720177
MW072,MW003,Urban,Rural,0.029437651734541204
MW072,MW031,Urban,Urban,-0.04675812934268955
MW072,MW015,Urban,Urban,-0.04412555723980024
MW072,MW011,Urban,Urban,-0.020894257832480407
MW072,MW064,Urban,Urban,-0.08598663975394082
MW072,MW035,Urban,Rural,-0.022079167391878925
MW072,MW008,Urban,Rural,-0.018255770483551006
MW072,MW005,Urban,Rural,-0.013061892648065822
MW072,MW074,Urban,Urban,-0.0032605412233625178
MW036,MW062,Rural,Urban,0.0188410610483247
MW036,MW046,Rural,Rural,-0.004480837328943038
MW036,MW061,Rural,Urban,0.004718691016362304
MW036,MW068,Rural,Urban,0.03284203901742449
MW036,MW029,Rural,Urban,-0.03221191917643755
MW036,MW014,Rural,Urban,-0.02683921599553374
MW036,MW003,Rural,Rural,0.031844296392377416
MW036,MW031,Rural,Urban,-0.049925686114851854
MW036,MW015,Rural,Urban,-0.02759492238338644
MW036,MW011,Rural,Urban,0.01758585410111374
MW036,MW064,Rural,Urban,-0.07940173550143781
MW036,MW035,Rural,Rural,-0.02142691684039842
MW036,MW008,Rural,Rural,-0.048806803757298796
MW036,MW005,Rural,Rural,-0.022633652741000466
MW036,MW074,Rural,Urban,-0.005346368788200019
MW062,MW046,Urban,Rural,0.015696473939367454
MW062,MW061,Urban,Urban,-0.0031020026425355963
MW062,MW068,Urban,Urban,0.04083760562854186
MW062,MW029,Urban,Urban,-0.021547721791127607
MW062,MW014,Urban,Urban,-0.030790851199889818
MW062,MW003,Urban,Rural,0.04065308486873311
MW062,MW031,Urban,Urban,-0.03318590219324626
MW062,MW015,Urban,Urban,-0.03897013620360546
MW062,MW011,Urban,Urban,-0.005642737907677146
MW062,MW064,Urban,Urban,-0.07564366701937862
MW062,MW035,Urban,Rural,-0.02220530470509856
MW062,MW008,Urban,Rural,-0.03185193570727338
MW062,MW005,Urban,Rural,-0.01535617752603766
MW062,MW074,Urban,Urban,0.02174953963061674
MW046,MW061,Rural,Urban,0.030471910324751276
MW046,MW068,Rural,Urban,0.046402936832002514
MW046,MW029,Rural,Urban,-0.027365693839550648
MW046,MW014,Rural,Urban,-0.01297509734243477
MW046,MW003,Rural,Rural,0.06106483825709019
MW046,MW031,Rural,Urban,-0.021473774753752974
MW046,MW015,Rural,Urban,-0.02834048330978202
MW046,MW011,Rural,Urban,0.012937614253472464
MW046,MW064,Rural,Urban,-0.057742339843629406
MW046,MW035,Rural,Rural,-0.02992242923875764
MW046,MW008,Rural,Rural,-0.023173623377620776
MW046,MW005,Rural,Rural,-0.010715320857739925
MW046,MW074,Rural,Urban,0.0014392028967936544
MW061,MW068,Urban,Urban,0.010271679317655854
MW061,MW029,Urban,Urban,0.003397950089126595
MW061,MW014,Urban,Urban,-0.007084565619223689
MW061,MW003,Urban,Rural,0.00948285145103107
MW061,MW031,Urban,Urban,-0.016921106518379865
MW061,MW015,Urban,Urban,-0.05850040304755962
MW061,MW011,Urban,Urban,0.014012086316007914
MW061,MW064,Urban,Urban,-0.07345321548308438
MW061,MW035,Urban,Rural,-0.03579756851648059
MW061,MW008,Urban,Rural,-0.015450373769521132
MW061,MW005,Urban,Rural,-0.005399081775384686
MW061,MW074,Urban,Urban,-0.005400930379247784
MW068,MW029,Urban,Urban,0.05603976957720389
MW068,MW014,Urban,Urban,0.0274502399078556
MW068,MW003,Urban,Rural,0.0782940009618515
MW068,MW031,Urban,Urban,-0.008911916866016521
MW068,MW015,Urban,Urban,-0.0028767531901550385
MW068,MW011,Urban,Urban,0.04942614191893099
MW068,MW064,Urban,Urban,-0.022350557263943343
MW068,MW035,Urban,Rural,0.017168730966377176
MW068,MW008,Urban,Rural,0.037039821034159266
MW068,MW005,Urban,Rural,0.0029281553929764448
MW068,MW074,Urban,Urban,0.01672974520589171
MW029,MW014,Urban,Urban,-0.04503695931639459
MW029,MW003,Urban,Rural,-0.007341550481578769
MW029,MW031,Urban,Urban,-0.045540864643099664
MW029,MW015,Urban,Urban,-0.04752846889345408
MW029,MW011,Urban,Urban,-0.009187020556448582
MW029,MW064,Urban,Urban,-0.07963046928134218
MW029,MW035,Urban,Rural,-0.058911230736753216
MW029,MW008,Urban,Rural,-0.018401990195361085
MW029,MW005,Urban,Rural,-0.01962483467099535
MW029,MW074,Urban,Urban,-0.024220974375197754
MW014,MW003,Urban,Rural,0.01824606176638534
MW014,MW031,Urban,Urban,-0.07616062043658625
MW014,MW015,Urban,Urban,-0.07701120293776799
MW014,MW011,Urban,Urban,-0.025283445155943926
MW014,MW064,Urban,Urban,-0.10662929994195483
MW014,MW035,Urban,Rural,-0.05635743810761129
MW014,MW008,Urban,Rural,-0.03683486423777856
MW014,MW005,Urban,Rural,-0.05973810744128575
MW014,MW074,Urban,Urban,-0.037902446241862536
MW042,MW003,Urban,Rural,-0.0035157464876340496
MW042,MW031,Urban,Urban,-0.08585879971287315
MW042,MW015,Urban,Urban,-0.09824631860776457
MW042,MW011,Urban,Urban,-0.06734892787524371
MW042,MW064,Urban,Urban,-0.10376808212785821
MW042,MW035,Urban,Rural,-0.06003165861899257
MW042,MW008,Urban,Rural,-0.0444242973708069
MW042,MW005,Urban,Rural,-0.06759244952616404
MW042,MW074,Urban,Urban,-0.08405008854034905
MW003,MW031,Rural,Urban,-0.017824198487167205
MW003,MW015,Rural,Urban,-0.013274425143086669
MW003,MW011,Rural,Urban,0.02747343957503326
MW003,MW064,Rural,Urban,-0.037860228649702427
MW003,MW035,Rural,Rural,-0.008498700441437383
MW003,MW008,Rural,Rural,-0.0024607007761678562
MW003,MW005,Rural,Rural,0.03199121346687936
MW003,MW074,Rural,Urban,0.03748504134029593
MW031,MW015,Urban,Urban,-0.07489496141506426
MW031,MW011,Urban,Urban,-0.03818448377389891
MW031,MW064,Urban,Urban,-0.11786283922875068
MW031,MW035,Urban,Rural,-0.06763707667742312
MW031,MW008,Urban,Rural,-0.06074252234876315
MW031,MW005,Urban,Rural,-0.06181542180038906
MW031,MW074,Urban,Urban,-0.02220995329437238
MW015,MW011,Urban,Urban,-0.03796997475753949
MW015,MW064,Urban,Urban,-0.11279610503057425
MW015,MW035,Urban,Rural,-0.06866017525494933
MW015,MW008,Urban,Rural,-0.0658055881721653
MW015,MW005,Urban,Rural,-0.0706330733221214
MW015,MW074,Urban,Urban,-0.050215773511296365
MW009,MW011,Rural,Urban,-0.19853069556925457
MW009,MW064,Rural,Urban,-0.26567599067599046
MW009,MW035,Rural,Rural,-0.21072796934865892
MW009,MW008,Rural,Rural,-0.21636488654595457
MW009,MW005,Rural,Rural,-0.1748263653100338
MW009,MW074,Rural,Urban,-0.14633164673413082
MW011,MW064,Urban,Urban,-0.06983894968329846
MW011,MW035,Urban,Rural,-0.02558584894807722
MW011,MW008,Urban,Rural,-0.01040667868420717
MW011,MW005,Urban,Rural,-0.018687664198394075
MW011,MW074,Urban,Urban,0.01230846012733356
MW064,MW035,Urban,Rural,-0.11466682538422875
MW064,MW008,Urban,Rural,-0.08624348473566656
MW064,MW005,Urban,Rural,-0.10194603537014833
MW064,MW074,Urban,Urban,-0.060747663551401807
MW069,MW035,Urban,Rural,-0.11512834365346532
MW069,MW008,Urban,Rural,-0.08995080815179195
MW069,MW005,Urban,Rural,-0.16556552666289814
MW069,MW074,Urban,Urban,-0.08609229997491849
MW035,MW008,Rural,Rural,-0.03344666918524114
MW035,MW005,Rural,Rural,-0.04313229962834117
MW035,MW074,Rural,Urban,-0.015697008444550988
MW008,MW005,Rural,Rural,-0.03161492889232705
MW008,MW074,Rural,Urban,0.0016009945001130331
MW005,MW074,Rural,Urban,-0.019679877807812243
