"","population","67","79","40","2","12","13","30","28","4","51","56","57","27","77","39","1","72","62","16","61","68","29","14","42","3","31","15","11","64","69","74","41","MWI067","MWI007","26","MWI008","MWI077","MWI009","MWI078","MWI010","MWI019","MWI036","MWI071","MWI079","MWI001","MWI011","MWI020","MWI062","MWI072","MWI080","MWI003","MWI014","MWI022","MWI038","MWI063","UTSC","MWI004","MWI015","MWI023","MWI039","MWI066","MWI005"
"11","56",0.123938985557647,0.0701836700636636,0.0683339524575725,0.0590035296905535,0.133130806851719,0.104791660385323,0.140103625079787,0.0546323078951246,0.061029384182098,0.118612222118873,0,0.0552304461508775,0.124837678281081,0.138209008897898,0.0449080244423287,0.143604999412379,0.0733921771273708,0.104236132702261,0.0967962994689053,0.112289936021503,0.144826501518434,0.122048188887257,0.0602119274650001,0.1752344469942,0.109548530323168,0.0466180281907059,0.0467676742054972,0.0973654735860068,0.0376909232506232,0.130668716372022,0.105137137864122,0.0615035024131909,0.121352785145889,0.0989715056482887,0.0775538093611206,0.0629865534324134,0.075039082855654,0.0431458219552158,0.0898820402060143,0.0841217959745399,0.0872437743520244,0.0650702758979698,0.0284299339691857,0.0600417681865646,0.0407387289516568,0.0671866690303138,0.0561169252977265,0.0695296523517383,0.093256327501274,0.0883882149046794,0.0891938250428817,0.0815428861444764,0.101471334348047,0.0900102284350495,0.0384615384615385,0.0217391304347827,0.0929994890137967,0.0718365933875715,0.0565271153506448,0.0801321049887016,0.082943722943723,0.0552603613177471
"12","57",0.0802470667286568,0.0285063107796767,0.0133452986120723,0.0239753370502757,0.0730913720866633,0.0677099675153797,0.0823620312177505,0.0154727805901401,0.030684134736153,0.0528274384289459,0.0552304461508775,0,0.0796726326941762,0.0807154109906404,0.0199091661608494,0.0747734122881883,0.0571629132260387,0.0556395714481946,0.0402985827407072,0.0861137194687084,0.0842799607474397,0.0673448026997963,0.0181225667186568,0.0726035170417519,0.0740553440490881,0.00874356473893506,0.0264723065295919,0.0474282900587751,0.022305628441278,0.063585639851571,0.0635948266561002,0.00779763507503672,0.0226214921286791,0.0344120711093189,0.0408645840271765,0.0337273873198652,0.0419663665476251,0.0116430393364683,0.0010519962059154,0.0411072987108166,0.0373468977980056,0.00980375324073287,0.0150274639859054,0.0370925565049385,0.0188050627694105,0.0405623570563703,0.0508531281365006,0.00259276429883762,0.0762705056315173,0.0733898498881104,0.0230732473206363,0.0330838123245556,0.0334178070620038,0.0278140750420012,0.00104950148679385,0.0454128822598118,0.0447343895619758,0.0416542201865313,0.0338156095419784,0.0110019374481041,0.0599525128611002,0.0274560347312905
"13","27",0.156155299394865,0.07186659521685,0.0660517798059833,0.0393719211384811,0.142585645700523,0.146980108499096,0.154935162799314,0.0964211127304416,0.0854643358858815,0.149195429737091,0.124837678281081,0.0796726326941762,0,0.163107346354689,0.0625460823129045,0.156541802928946,0.111112596657863,0.123562932472102,0.144810543657331,0.185634424928396,0.172284622809464,0.114756801319044,0.0851399872382162,0.188175393322679,0.158940454087362,0.0511566608024066,0.0704851594769581,0.124561256219482,0.0623138116862107,0.113200499091161,0.166521885333184,0.109437190520035,0.124225682236732,0.135887360838245,0.108285618053217,0.10922035075534,0.142031379025599,0.119864176570458,0.0545874822190612,0.126817042606516,0.119559779889945,0.112491605104097,0.116669492962523,0.146123905287058,0.123862487360971,0.114152892561984,0.112822287593009,0.104447776111944,0.162326250199712,0.184022824536377,0.144249834765367,0.0974901826873827,0.145693191140279,0.105236051502146,0.143306825712392,0.114762386248736,0.129341713529606,0.110287927260482,0.0733474726051609,0.111583602653513,0.138246547995342,0.106459330143541
"14","77",0.138541641228786,0.0790680591377663,0.0970551708279782,0.0833534076629298,0.143150073519679,0.166432416219709,0.130190629724643,0.0911398875167312,0.0786280577453898,0.115917640326858,0.138209008897898,0.0807154109906404,0.163107346354689,0,0.0572759916502161,0.150518444832542,0.108761898158506,0.12408400394241,0.111951056573257,0.166813920587133,0.146861488719274,0.13063034529911,0.0693746058803417,0.14762216857277,0.143716545097827,0.0619190893016489,0.0780628482336508,0.140516489044537,0.0829871901516805,0.132183655671316,0.128302783359919,0.0960126938697018,0.145223857842224,0.11204100847369,0.125849173128388,0.131326736776667,0.112318267320641,0.0653382158856442,0.0890322580645162,0.156872493453979,0.123320198909097,0.0931093747231525,0.128415819365085,0.103939250118652,0.127988942639945,0.0908500036108905,0.148651864948489,0.0998839967449834,0.152602753408467,0.155785976745357,0.114975271316475,0.140755778158644,0.092331656312105,0.0896930139147899,0.0869494496755888,0.138848210332732,0.101419986172419,0.108193974094892,0.116285550079242,0.14303124682623,0.10680334846765,0.100981592914071
"15","39",0.101199676199695,0.00735709055369181,0.00985400075651052,0.0239722091320171,0.0640150065480613,0.0573532471137681,0.0705693139865609,-0.00826841817051266,0.0150904506484983,0.0536836219176396,0.0449080244423287,0.0199091661608494,0.0625460823129045,0.0572759916502161,0,0.0709748331868795,0.0470473628757096,0.040175170061203,0.0242490638847557,0.0728844382547266,0.0720554315288277,0.0583524424867282,0.00222792730521918,0.0842168494913801,0.0750123903224067,-0.000554244916249977,0.00283073301117052,0.0441281313138647,0.00676688355110534,0.020657944056924,0.048968639710868,0.00687568943058529,0.0177810675220002,-0.0130167936871922,0.0171389396709324,0.0205099412114407,0.0190110306847599,-0.00333580429948102,-0.017144009681323,0.0362582861178435,-0.000565968638678888,-0.0338834901537353,0.017136831004482,0.00536153224343014,0.0115502527135638,-0.0215879231284455,0.0159019682623908,-0.00865520392059133,0.0222352538728437,0.0630154333201425,-0.00763873665750459,-0.000978003215807103,0.0113981762917934,-0.00928813445038173,-0.0391555772312408,-0.019746506781456,-0.00546264955259887,0.00449082023510773,-0.00623686643691678,-0.019979184794663,0.0135338844070437,0.0154165773549441
"16","1",0.154133388780844,0.0742617250517521,0.0867706285198801,0.0758646222154057,0.134634346664316,0.134098767733012,0.12531675642024,0.0807520233895237,0.0949597627876433,0.136258877627094,0.143604999412379,0.0747734122881883,0.156541802928946,0.150518444832542,0.0709748331868795,0,0.0940752042279717,0.121382188736958,0.0775333573746845,0.162294403052199,0.146001355612616,0.124082352235323,0.0766794592037718,0.157851062877545,0.143962693492693,0.0768297051701021,0.0767245620035512,0.108212381594651,0.0852550015917793,0.119599037326736,0.107389679279511,0.10749988818149,0.171336450104788,0.0846601049636869,0.133874647698296,0.112085072203112,0.12497436948944,0.0868377350404458,0.109321137240179,0.153490818825928,0.114731096319365,0.0929951902055095,0.12932648129871,0.103699609658365,0.125725865504147,0.0943028326301982,0.14241517301678,0.0552618759810201,0.128452758830283,0.156079161197056,0.134526041930634,0.121436793283228,0.110907424381302,0.123493873092808,0.0979147938589534,0.146652955616002,0.114669598982853,0.12647334583445,0.119616569667922,0.110653111415161,0.118427637141723,0.139362093778239
"17","72",0.109727656410053,0.0522419262516747,0.0530220933943091,0.0506296985117458,0.0974692063679068,0.10032768160952,0.103860121578268,0.0362795192544851,0.0587263115372693,0.0992889404921053,0.0733921771273708,0.0571629132260387,0.111112596657863,0.108761898158506,0.0470473628757096,0.0940752042279717,0,0.0765796375356043,0.0570222460466363,0.137487735270377,0.119439094763127,0.0935776923484199,0.0421219423677497,0.122467167518747,0.115967030961257,0.0293237977959404,0.046873588033157,0.0559820115856408,0.0429371860717895,0.0660944870767697,0.0874146780270554,0.0690207136662476,0.0844322047626762,0.0680860137451409,0.0875070207815133,0.0653617616218106,0.0766774204060352,0.05068176838415,0.0385944893781254,0.0727976861610864,0.0579686209744014,0.0531731279872544,0.0603722650847345,0.0824599755674147,0.0380837263147143,0.0842821641463772,0.0779094809870617,0.00867801969309029,0.100236204245335,0.105174173790991,0.093046442814872,0.0501835578664098,0.0517149339383425,0.0743095634027846,0.0250237130292318,0.0267985982271697,0.0637426514300813,0.0446188942565755,0.0713899138991391,0.0597758198564315,0.0888870928634931,0.0608248278151191
"18","62",0.112533217300223,0.0689249579210073,0.0609946256765953,0.0639133942449367,0.106307095237012,0.114464203376768,0.123689864942669,0.0722878254413865,0.0662005573758668,0.123556503608384,0.104236132702261,0.0556395714481946,0.123562932472102,0.12408400394241,0.040175170061203,0.121382188736958,0.0765796375356043,0,0.0992789611761018,0.124551364126281,0.12201241677798,0.103705113539629,0.0516106124057492,0.157698619375446,0.129550306727116,0.0502695297342104,0.0537979226501041,0.0755356906214129,0.0540944192593702,0.0938387467039652,0.108516640674179,0.0728244665145117,0.096023374436686,0.0826512277899781,0.10301646828632,0.110322844299142,0.10183008040515,0.0854239334585458,0.0611609935913696,0.103926774051695,0.0636411501944733,0.0700978737765778,0.0915880372086821,0.0943216838240116,0.0553270898849225,0.10770338608579,0.10154466973175,0.0429605737226779,0.10717132122119,0.122578138910021,0.0776864525493241,0.113229310179104,0.105011660713995,0.0765239074030395,0.070789840535854,0.0686779119740441,0.0903915533048688,0.0877645076564746,0.0957810153942615,0.0795073164183112,0.123538562699469,0.0736252236437904
"19","16",0.134233303409611,0.0192410834003755,0.030038792955474,0.0260942198463081,0.123954712825631,0.142516195022162,0.0856121054673662,0.0271167681239624,0.0416024131094203,0.120695904313157,0.0967962994689053,0.0402985827407072,0.144810543657331,0.111951056573257,0.0242490638847557,0.0775333573746845,0.0570222460466363,0.0992789611761018,0,0.169238345370978,0.142143761429174,0.0899798927613941,-0.0081439774783832,0.157955198161976,0.148974290065395,0.0103561077306396,0.00490162936921103,0.101531262549543,0.0419440745672437,0.1447626520204,0.0467879688080208,-0.0031813361611877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","61",0.162378930608782,0.102872025150507,0.120068562517211,0.0725524957319312,0.14474013170239,0.15484422768962,0.157503201732432,0.0819745339178857,0.090181970803096,0.154290571111412,0.112289936021503,0.0861137194687084,0.185634424928396,0.166813920587133,0.0728844382547266,0.162294403052199,0.137487735270377,0.124551364126281,0.169238345370978,0,0.141120749515924,0.161260974389301,0.10066776987015,0.183919792917727,0.153115239606568,0.092957434826659,0.0699503977960771,0.142457981446434,0.0968050541516246,0.162811002906587,0.120072275787611,0.137888320239919,0.170071335927367,0.155438711797568,0.131153068105192,0.143558489927205,0.159574468085106,0.119574690604846,0.139330682571239,0.176527176527177,0.156336876533115,0.143809365105816,0.172143207454635,0.116808149405773,0.141710773433498,0.154803971058388,0.138062945574683,0.131837073981712,0.183631793905121,0.16259618601539,0.143674293405114,0.181703270658872,0.17018837018837,0.179919028340081,0.121002592912705,0.17551286225985,0.133242922529242,0.123556002009041,0.178171939916906,0.150426207588167,0.106555928609295,0.138794277929155
"21","68",0.163930824301461,0.0844139428899408,0.0892787005418942,0.0878501087007556,0.150847889270806,0.144463111358215,0.147919373472663,0.104031277414423,0.105445295981123,0.137598632582107,0.144826501518434,0.0842799607474397,0.172284622809464,0.146861488719274,0.0720554315288277,0.146001355612616,0.119439094763127,0.12201241677798,0.142143761429174,0.141120749515924,0,0.173215655784718,0.104345182772428,0.187446101264857,0.165543673062873,0.0669513584513712,0.0967896231114059,0.133526241673718,0.11244863505102,0.119004324612825,0.117938979875859,0.122634135291477,0.157764530039342,0.144644091223221,0.163654770944065,0.154587696788959,0.137226534932957,0.151928938430724,0.14066794942276,0.144371643580876,0.122949655613151,0.119317074898606,0.187467779754877,0.138797321211701,0.146811133684083,0.129808118998172,0.15322988846805,0.109431540669174,0.188678004013026,0.1676387840527,0.139891285288445,0.164393901273084,0.150945030577066,0.123646257535611,0.1097277676951,0.156094623655914,0.11956852837356,0.119633799331931,0.135462516285785,0.14543020567117,0.136944978566514,0.136973062257288
"22","29",0.13892671545753,0.0512175835340942,0.0615990082313575,0.0566400414133274,0.135472614592585,0.114657793417207,0.128001502838389,0.0608954583255091,0.0661981641095607,0.137051431205945,0.122048188887257,0.0673448026997963,0.114756801319044,0.13063034529911,0.0583524424867282,0.124082352235323,0.0935776923484199,0.103705113539629,0.0899798927613941,0.161260974389301,0.173215655784718,0,0.0689472953972059,0.152309430935803,0.125961418556546,0.0584608568741,0.0808870539381763,0.120140463184744,0.0864322036305787,0.127016249700742,0.116538615591887,0.0805265279881444,0.0844348975545275,0.0533424517011455,0.0687239366138449,0.0837405223251896,0.0951985379631168,0.015918958031838,0.0676666666666667,0.0860982083609821,0.0547598989048021,0.0213249431917497,0.0843008581524483,0.0718965227616328,0.0790268456375839,0.0800807537012113,0.118649623074402,0.0439131909121737,0.0954471544715448,0.12522303325223,0.0515554002097169,0.0733654965895858,0.114299610894942,0.0597167718819315,0.0585407725321889,0.0655148819705782,0.0710788451798076,0.0589726258871241,0.0521172638436482,0.0754109472970683,0.0900083963056256,0.0888228495955094
"23","14",0.0722574569048947,0.0190659166399778,0.0279751375488834,0.029536093072734,0.0599219621414771,0.0798386706347314,0.0690791021501474,0.015683676249384,0.0232149492052046,0.0468541108370988,0.0602119274650001,0.0181225667186568,0.0851399872382162,0.0693746058803417,0.00222792730521918,0.0766794592037718,0.0421219423677497,0.0516106124057492,-0.0081439774783832,0.10066776987015,0.104345182772428,0.0689472953972059,0,0.0748123019703002,0.09899764210041,0.00278442868654914,0.00559527561178937,0.0438864181838224,0.00703786961916551,0.0325822212687332,0.0420909760968503,0.0203465354904374,0.0341354224958031,0.000950726158082885,-0.00703781163894691,0.0168718201214509,0.00668769299360961,-0.0168108483299192,-0.0123759099933818,0.0436987228949814,-0.0126999999999999,-0.0113307858448246,0.0217677564092144,0.0100914743318468,-0.00810258814075729,-0.0118741707394904,0.0139028282795045,-0.0213197294737366,0.0347882902264506,0.0456764018505859,0.0296545398960563,-0.00640635035654873,0.0167430670698008,0.0169337424707354,-0.0263731770478396,-0.0208357976916707,0.011389819429692,0.017500807232806,0.026370475377354,-0.0555826936496859,0.0291616234971355,-0.0167045167802169
"24","42",0.169803403182235,0.0771863175891973,0.103454364023847,0.0921526812756966,0.136975707912121,0.163427578665834,0.175438529036156,0.144186046511628,0.122664099674216,0.199318568994889,0.1752344469942,0.0726035170417519,0.188175393322679,0.14762216857277,0.0842168494913801,0.157851062877545,0.122467167518747,0.157698619375446,0.157955198161976,0.183919792917727,0.187446101264857,0.152309430935803,0.0748123019703002,0,0.206310511958667,0.0724961371663614,0.0881080357190931,0.116914256968706,0.114035794314504,0.232142857142857,0.124453632604844,0.109261186264308,0.218334499650105,0.191352510273361,0.2125,0.194397759103641,0.179363009871484,0.172504214272336,0.187533016376123,0.229491173416407,0.202259089304624,0.180447028893331,0.183673469387755,0.199650655021834,0.195032870708546,0.169555388093444,0.219960367501351,0.165236051502146,0.223382045929019,0.243519781718963,0.192436040044494,0.207150368033649,0.196120689655172,0.174902831760133,0.171428571428571,0.20238741182854,0.148582230623819,0.161290322580645,0.233940226726211,0.21090387374462,0.206337774576882,0.175953079178886
"25","3",0.158410594393604,0.0907971353669205,0.09056061700767,0.0822601063127447,0.15588505005154,0.146702369223753,0.148129055543191,0.116293729267694,0.0840925628336761,0.158589433959255,0.109548530323168,0.0740553440490881,0.158940454087362,0.143716545097827,0.0750123903224067,0.143962693492693,0.115967030961257,0.129550306727116,0.148974290065395,0.153115239606568,0.165543673062873,0.125961418556546,0.09899764210041,0.206310511958667,0,0.0676152346697754,0.088190291465604,0.116615893726158,0.101744940787761,0.193497597535977,0.144411963567156,0.104890376289004,0.169595705999481,0.142902790598594,0.137010739643915,0.147472037416384,0.175104715226724,0.10463167015125,0.171373030489053,0.168888966152669,0.12471779185784,0.124977359174063,0.144738499181404,0.143812354064954,0.122018704000885,0.161358586392974,0.168328404200684,0.105626742977963,0.188696752425137,0.195216141270138,0.161783305227656,0.163561432128445,0.204290687409431,0.164210342722595,0.113932049661735,0.151407512654294,0.128576602680188,0.133345265795597,0.162152717106413,0.13162712360867,0.13477676463109,0.126596213121973
