"","population","47","18","20","19","21","17","7","49","6","23","36","45","46","9","35","8","5","MWI075","MWI016","MWI025","MWI033","MWI041","MWI049","MWI058","MWI068","MWI076","MWI017","MWI026","MWI034","MWI042","MWI050","MWI059","MWI069","MWI018","MWI027","MWI035","MWI043","MWI051","MWI060","MWI070","MWI028","MWI044","MWI052","MWI061","MWI029","MWI045","MWI053","MWI030","MWI046","MWI054","MWI073","MWI031","MWI047","MWI055","MWI074","MWI024","MWI032","MWI040","MWI048","MWI056"
"23","MWI049",0.0327217503399319,-0.00460058552906732,0,0.105895411497216,0.0829138440011604,0.0336585190251629,-0.00436696179336558,0.084389001142054,0.0016080542543523,0,0.0363488801782045,0,0.0437168204653152,-0.0318648789831099,0.0415840883352209,0.0749709736274673,0.00645470577156855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","MWI058",0.0776689257196538,0.0302699404236186,0,0.137953545904343,0.0849785119527263,0.078600017031423,-0.013547811771162,0.13024999163348,-0.00266386260077105,0,0.0468835242771413,0,0.0898120370841173,-0.012636899747262,0.0580321355128786,0.0539725108950721,0.0307174065303673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","MWI068",0.0631778510307606,0.0216668019151181,0,0.148484487076823,0.0643469317792253,0.0955616548400054,0.0341270747988446,0.131191052499791,0.0506282826939699,0,0.0802165354330709,0,0.109652369906059,-0.0456533146755291,0.0573090858416946,0.0549157068936739,0.0642036494706016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","MWI076",0.0832123608816807,0.0537852966008944,0,0.172813540234834,0.0590489341503409,0.101715991047003,-0.0207700716628203,0.1423775671406,0.0574046002768075,0,0.117178252978774,0,0.116527786890624,-0.0101146325016858,0.0885990744636096,0.114026866604186,0.04688982690357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","MWI017",0.106560188133849,0.0417627873677512,0,0.146988446024475,0.087462487495832,0.0895754461871282,0.0337317136886103,0.14855303364544,0.0490225463749293,0,0.0859089643424566,0,0.0825616099599216,-0.0131004366812227,0.093964884171173,0.0975805159429579,0.0670896825778334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","MWI026",0.0511445479946548,-0.00324788887223303,0,0.164647041052667,0.0622084251053572,0.0604487492160825,-0.0116115773248843,0.12930269917502,0.0341709563803848,0,0.1041783623386,0,0.0888670551565253,-0.0292275574112735,0.0624608532256942,0.0777269758327891,0.0155108406367074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","MWI034",0.104143929622648,0.0748666437907478,0,0.179904274190849,0.0874735909493628,0.13968114670177,0.0345979006529466,0.146275620729878,0.0653001755025002,0,0.122594168836943,0,0.13135905025101,0.0430247718383312,0.123052087108358,0.12488038277512,0.0718462283960589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","MWI042",0.103813489851461,0.0567136002517109,0,0.154681347900936,0.100373365479599,0.130402324033952,0.0326717253719474,0.147215664261775,0.00325023278694292,0,0.088565774194076,0,0.0888116416181032,-0.00977198697068404,0.0898842169408897,0.0937347436940603,0.0505711233462076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","MWI050",0.13255230656888,0.0720599390083438,0,0.135674727869308,0.131130905400834,0.125419291499632,0.0468105986261041,0.15469351010721,0.0399635621383627,0,0.0948310948310949,0,0.104247491638796,-0.0138960370560988,0.101747345539671,0.100776447751537,0.0784994900560939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","MWI059",0.130464043071401,0.0724930459511119,0,0.185026455898594,0.109087283121718,0.154364544517561,0.0490347553141315,0.136526806137612,0.0814008135219668,0,0.129527973952845,0,0.126171830107209,-0.00256893303647885,0.107281860217558,0.147280850408258,0.0675431229407585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","MWI069",0.105963272986828,0.0246727822808976,0,0.145831908637079,0.0961916502848766,0.0923859231040328,0.0115428494731898,0.131654808124906,0.0339667257832954,0,0.0963089630251017,0,0.0851143352247631,-0.00150375939849624,0.0575312897105158,0.0697559366754618,0.0556636823666797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","MWI018",0.0813914557385832,-0.0105161247245777,0,0.133048848182071,0.0730872812886397,0.091317691649756,0.0105097303005415,0.105840041102929,0.0150528745134512,0,0.0596466502239896,0,0.108622251502924,-0.0574060949681077,0.0780214176440592,0.0784441902271613,0.00173031128471338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","MWI027",0.0135163235599917,-0.0329500148275066,0,0.0723276014890977,0.0048537735022517,0.0397660218584843,-0.076873889875666,0.0441939080724236,-0.0555317783008773,0,0.0243673694964077,0,0.00883320003554614,-0.0918733960650128,0.0140500916310324,0.00553784191978524,-0.0451594939352278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","MWI035",0.0919016076956363,0.0272730206887648,0,0.111858825213874,0.0849054993085316,0.0839258854095447,-0.0188679245283018,0.0972700399930447,-0.00719984432769014,0,0.0658082735203644,0,0.0700046843283194,0.00913087588772405,0.0794896288209607,0.0620805369127517,-0.00877879182963921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","MWI043",0.102466226308627,0.0476436160779066,0,0.173887965256336,0.116437101314102,0.155071788028361,0.0322082283795131,0.120230257488539,0.0259879948648556,0,0.100063818297851,0,0.124885962147727,0.0298029971375652,0.0974411116759871,0.110714285714286,0.0627016228077358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
